tconst,primaryTitle,startYear,endYear,rank,averageRating,numVotes,directors,writers,genres,IMDbLink,Title_IMDb_Link,Title,Released,Genre,Runtime,imdbRating,imdbVotes,BoxOffice
tt6769208,Blue Planet II,2017,2017.0,20,9.3,51966,James Honeyborne,-,Documentary,"<a href=""https://www.imdb.com/title/tt6769208"" target=""_blank"">tt6769208</a>","<a href=""https://www.imdb.com/title/tt6769208"" target=""_blank"">Blue Planet II</a>",Blue Planet II,20 Jan 2018,Documentary,364 min,9.3,"51,205",
tt0108778,Friends,1994,2004.0,21,8.9,1146167,"Gary Halvorson, Kevin Bright, Michael Lembeck, James Burrows, Gail Mancuso, Peter Bonerz, David Schwimmer, Ben Weiss, Robby Benson, Shelley Jensen, Terry Hughes, Dana De Vally Piazza, Sheldon Epps, Pamela Fryman, Alan Myerson, Thomas Schlamme, Steve Zuckerman, Roger Christiansen, Arlene Sanford, Ellen Gittelsohn, Paul Lazarus, Mary Kay Place, Sam Simon, David Steinberg, Todd Holland, Joe Regalbuto, Andrew Tsao, Stephen Prime","David Crane, Marta Kauffman, Scott Silveri, Shana Goldberg-Meehan, Adam Chase, Alexa Junge, Jeff Astrof, Mike Sikowitz, Ira Ungerleider, Ted Cohen, Andrew Reich, Greg Malins, Seth Kurland, Wil Calhoun, Michael Curtis, Robert Carlock, Gigi McCreery, Perry M. Rein, Brian Boyle, Patty Lin, R. Lee Fleming Jr., Sherry Bilsing, Ellen Kreamer, Brian Buckner, Sebastian Jones, Mark Kunerth, Doty Abrams, Dana Klein, Michael Borkow, Jeff Greenstein, Jeff Strauss, Jill Condon, Amy Toomin Straus, Zachary Rosenblatt, Chris Brown, Alicia Sky Varinaitis, Peter Tibbals, Betsy Borns, Brown Mandell, Pang-Ni Landrum, Vanessa McCarthy, Steven Rosenhaus, Bill Lawrence, Richard Goodman, Suzie V. Freeman, Brian Caldirola, Earl Davis, David J. Lagana, Judd Rubin, Tracy Reilly, Jenji Kohan","Comedy, Romance","<a href=""https://www.imdb.com/title/tt0108778"" target=""_blank"">tt0108778</a>","<a href=""https://www.imdb.com/title/tt0108778"" target=""_blank"">Friends</a>",Friends,22 Sep 1994,"Comedy, Romance",22 min,8.9,"1,147,483",
tt2356777,True Detective,2014,,22,8.9,704586,"Cary Joji Fukunaga, Issa López, Daniel Sackheim, John Crowley, Justin Lin, Nic Pizzolatto, Jeremy Saulnier, Daniel Attias, Janus Metz, Jeremy Podeswa, Miguel Sapochnik","Nic Pizzolatto, Issa López, Scott Lasser, Chris Mundy, Graham Gordy, David Milch, Katrina Albright, Namsi Khan, Alan Page, Wenonah Wilms","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt2356777"" target=""_blank"">tt2356777</a>","<a href=""https://www.imdb.com/title/tt2356777"" target=""_blank"">True Detective</a>",True Detective,12 Jan 2014,"Crime, Drama, Mystery",55 min,8.9,"705,674",
tt0877057,Death Note,2006,2007.0,23,8.9,427384,"Tetsurô Araki, Norimitsu Suzuki, Kei Tsunematsu, Mitsuyuki Masuhara, Tomohiko Itô, Hiroyuki Tsuchiya, Mitsuhiro Yoneda, Eiko Nishi, Makoto Bessho, Shinji Nagamura, Oyunamu, Naoyasu Habu, Hisato Shimoda, Yukio Okazaki, Hironori Aoyagi, Naoto Hashimoto, Takayuki Hirao, Hideki Itô, Ryôsuke Nakamura, Tetsuhito Saitô, Tomio Yamauchi","Gracie P. Aylward, Toshiki Inoue, Tomohiko Itô, Yasuko Kobayashi, Takeshi Obata, Shôji Yonemura, Tsugumi Ôba","Animation, Crime, Drama","<a href=""https://www.imdb.com/title/tt0877057"" target=""_blank"">tt0877057</a>","<a href=""https://www.imdb.com/title/tt0877057"" target=""_blank"">Death Note</a>",Death Note,21 Oct 2007,"Animation, Crime, Drama",24 min,8.9,"428,325",
tt0098904,Seinfeld,1989,1998.0,24,8.9,369423,"Andy Ackerman, Tom Cherones, David Steinberg, D. Owen Trainor, Joshua White, Jason Alexander, Art Wolff","Larry David, Jerry Seinfeld, Peter Mehlman, Carol Leifer, Alec Berg, Jeff Schaffer, Andy Robin, Gregg Kavet, David Mandel, Larry Charles, Steve Koren, Jennifer Crittenden, Dan O'Keefe, Tom Gammill, Max Pross, Spike Feresten, Matt Goldman, Marjorie Gross, Darin Henry, Bill Masters, Tom Leopold, Elaine Pope, Marc Jaffe, Bruce Kirschbaum, Bruce Eric Kaplan, Bob Shaw, Ron Hauge, Sam Henry Kass, Charlie Rubin, Fred Stoller, Steve O'Donnell, Don McEnery, Greg Daniels, Bobby Farrelly, Peter Farrelly, Larry Levin, Jon Hayman, Lawrence H. Levy, Steve Skrovan, Andy Cowan, Jonathan Gross, Matt Selman, Jill Franklyn, Kit Boss, Billy Kimball, Steve Lookner",Comedy,"<a href=""https://www.imdb.com/title/tt0098904"" target=""_blank"">tt0098904</a>","<a href=""https://www.imdb.com/title/tt0098904"" target=""_blank"">Seinfeld</a>",Seinfeld,05 Jul 1989,Comedy,22 min,8.9,"369,752",
tt0388629,One Piece,1999,,25,9.0,298965,"Munehisa Sakai, Kônosuke Uda, Katsumi Tokoro, Tasuku Shimaya, Yûsuke Suzuki, Tatsuya Nagamine, Yasunori Koyama, Nanami Michibata, Masahiro Hosoda, Shô Inuzuka, Kôhei Kureta, Ryosuke Tanaka, Ken'ichi Takeshita, Yutaka Nakashima, Toshinori Fukuzawa, Megumi Ishitani, Satoshi Itô, Toshihiro Maeya, Sho Matsui, Hazuki Omoya, Hiroaki Miyamoto, Ryôta Nakamura, Shigeyasu Yamauchi, Yoshihiro Ueda, Aya Komaki, Yûji Tokuno, Wataru Matsumi, Nozomu Shishido, Tetsuji Nakamura, Junji Shimizu, Mamoru Hosoda, Makoto Sonoda, Tetsuya Endô, Takashi Ôtsuka, Takaaki Ishiyama, Hikaru Takeuchi, Akihiko Sano, Henry Thurlow, Hyun Eri, Yasuhiro Tanabe","Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard, Yoshiyuki Suga, Jin Tanaka, Sean Whitley, Eric Vale, Tomohiro Nakayama, Shôji Yonemura, Shinzô Fujita, Akiko Inoue, Atsuhiro Tomioka, Ryo Yamazaki, Hirohiko Uesaka, Michiru Shimada, Spencer Prokop, Matt Chaney, Brandon Potter, Ryôta Yamaguchi, Kelli Howard, Andrew Rye, Sean Teague, Mike McFarland, Yoshiyaki Suga, Suminori Takegami, Naoki Koga, Takuya Masumoto, Clint Bickham","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0388629"" target=""_blank"">tt0388629</a>","<a href=""https://www.imdb.com/title/tt0388629"" target=""_blank"">One Piece</a>",One Piece,20 Oct 1999,"Animation, Action, Adventure",24 min,9.0,"295,328",
tt0388629,One Piece,1999,,25,9.0,298965,"Munehisa Sakai, Kônosuke Uda, Katsumi Tokoro, Tasuku Shimaya, Yûsuke Suzuki, Tatsuya Nagamine, Yasunori Koyama, Nanami Michibata, Masahiro Hosoda, Shô Inuzuka, Kôhei Kureta, Ryosuke Tanaka, Ken'ichi Takeshita, Yutaka Nakashima, Toshinori Fukuzawa, Megumi Ishitani, Satoshi Itô, Toshihiro Maeya, Sho Matsui, Hazuki Omoya, Hiroaki Miyamoto, Ryôta Nakamura, Shigeyasu Yamauchi, Yoshihiro Ueda, Aya Komaki, Yûji Tokuno, Wataru Matsumi, Nozomu Shishido, Tetsuji Nakamura, Junji Shimizu, Mamoru Hosoda, Makoto Sonoda, Tetsuya Endô, Takashi Ôtsuka, Takaaki Ishiyama, Hikaru Takeuchi, Akihiko Sano, Henry Thurlow, Hyun Eri, Yasuhiro Tanabe","Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard, Yoshiyuki Suga, Jin Tanaka, Sean Whitley, Eric Vale, Tomohiro Nakayama, Shôji Yonemura, Shinzô Fujita, Akiko Inoue, Atsuhiro Tomioka, Ryo Yamazaki, Hirohiko Uesaka, Michiru Shimada, Spencer Prokop, Matt Chaney, Brandon Potter, Ryôta Yamaguchi, Kelli Howard, Andrew Rye, Sean Teague, Mike McFarland, Yoshiyaki Suga, Suminori Takegami, Naoki Koga, Takuya Masumoto, Clint Bickham","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0388629"" target=""_blank"">tt0388629</a>","<a href=""https://www.imdb.com/title/tt0388629"" target=""_blank"">One Piece</a>",One Piece,20 Oct 1999,"Animation, Action, Adventure",24 min,9.0,"295,328",
tt8420184,The Last Dance,2020,2020.0,26,9.0,167105,Jason Hehir,-,"Biography, Documentary, History","<a href=""https://www.imdb.com/title/tt8420184"" target=""_blank"">tt8420184</a>","<a href=""https://www.imdb.com/title/tt8420184"" target=""_blank"">The Last Dance</a>",The Last Dance,19 Apr 2020,"Documentary, Biography, History",491 min,9.0,"166,486",
tt2098220,Hunter x Hunter,2011,2014.0,27,9.0,164900,"Hiroshi Kôjina, Tony Oliver, Masaki Matsumura, Seung-wook Woo, Daisuke Yoshida, Migmi, Jun'ichi Fujise, Ken'ichi Kawamura, Tomoya Takahashi","Yoshihiro Togashi, Tsutomu Kamishiro, Atsushi Maekawa, Shôji Yonemura, Joel McDonald, Mitsutaka Hirota, Yasushi Hirano, Fumiyo Sakai","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt2098220"" target=""_blank"">tt2098220</a>","<a href=""https://www.imdb.com/title/tt2098220"" target=""_blank"">Hunter x Hunter</a>",Hunter x Hunter,17 Apr 2016,"Animation, Action, Adventure",24 min,9.0,"163,018",
tt0103359,Batman: The Animated Series,1992,1995.0,28,9.0,127431,"Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba, Dick Sebast, Bruce Timm, Eric Radomski, Kent Butterworth","Bill Finger, Bob Kane, Eric Radomski, Tom Ruegger, Bruce Timm, Michael Reaves, Paul Dini, Martin Pasko, Mitch Brian, Laren Bright, Alan Burnett, Sean Catherine Derek, Randy Rogel, Steve Perry, Denny O'Neil, Brynne Stephens, Norm Breyfogle, Alan Grant, Len Wein, Jules Dennis, Richard Mueller, Joe R. Lansdale, Gerry Conway, Marty Isenberg, Robert N. Skir, Garfield Reeves-Stevens, Judith Reeves-Stevens, David Wise, John Wagner, Steve Englehart, Carmine Infantino, Robert Kanigher, Garin Wolf, Marv Wolfman, Beth Bornstein, Buzz Dixon, Henry Gilroy, Eddie Gorodetsky, Sam Graham, Steve Hayes, Chris Hubbell, Samuel Warren Joseph, Elliot S. Maggin, Dennis Marks, Dennis O'Flaherty, Ted Pedersen, Mark Saraceni, Carl Swenson, Trevor Von Eeden, Cherie Wilkerson, Murphy Anderson, Mike W. Barr, Gardner Fox, Chuck Menville, Mike Underwood, Kevin Altieri, Chuck Dixon, Diane Duane, Peter Morwood, Jean MacCurdy, Neal Adams, Marshall Rogers, John Calnan, Dick Giordano, Sam Hamm, David Vern Reed, Chris Schoon, Walter Simonson, Winslow Mortimer, Irv Novick, Lew Schwartz, Brian Bolland, Alan Moore, Graham Nolan","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0103359"" target=""_blank"">tt0103359</a>","<a href=""https://www.imdb.com/title/tt0103359"" target=""_blank"">Batman: The Animated Series</a>",Batman: The Animated Series,05 Sep 1992,"Animation, Action, Adventure",23 min,9.0,"126,510",
tt4742876,TVF Pitchers,2015,2022.0,29,9.1,75639,"Amit Golani, Vaibhav Bundhoo, Arunabh Kumar","Arunabh Kumar, Biswapati Sarkar, Prashant Kumar, Shubham Sharma, Talha Siddiqui, Garima Kunzru","Comedy, Drama","<a href=""https://www.imdb.com/title/tt4742876"" target=""_blank"">tt4742876</a>","<a href=""https://www.imdb.com/title/tt4742876"" target=""_blank"">TVF Pitchers</a>",TVF Pitchers,17 Jun 2015,"Comedy, Drama",40 min,9.1,"75,344",
tt9253866,Our Planet,2019,2023.0,30,9.2,56953,"Adam Chapman, Hugh Pearson, Toby Nowlan, Huw Cordey, Sophie Lanfear, Mandi Stark, Jeff Wilson",-,Documentary,"<a href=""https://www.imdb.com/title/tt9253866"" target=""_blank"">tt9253866</a>","<a href=""https://www.imdb.com/title/tt9253866"" target=""_blank"">Our Planet</a>",Our Planet,05 Apr 2019,Documentary,403 min,9.2,"56,622",
tt0081846,Cosmos,1980,1980.0,31,9.3,48042,"Adrian Malone, David F. Oyster, Rob McCain, David Kennard, Richard J. Wells, Geoffrey Haines-Stiles, Tom Weidlinger, Richard Wells","Ann Druyan, Carl Sagan, Steven Soter",Documentary,"<a href=""https://www.imdb.com/title/tt0081846"" target=""_blank"">tt0081846</a>","<a href=""https://www.imdb.com/title/tt0081846"" target=""_blank"">Cosmos</a>",Cosmos,28 Sep 1980,Documentary,780 min,9.3,"47,783",
tt7678620,Bluey,2018,,32,9.3,38823,"Richard Jeffery, Joe Brumm, Beth Harvey, Claire Renton, Tony Walsh","Joe Brumm, Michael Griffin, Claire Renton, Francis Stanton, Tim Bain, Lorin Clarke, Beth Harvey, John McGeachin, Chris Bennett, Dan Brumm, Dave Lowe, Mark Paterson, Stuart Heritage","Animation, Family","<a href=""https://www.imdb.com/title/tt7678620"" target=""_blank"">tt7678620</a>","<a href=""https://www.imdb.com/title/tt7678620"" target=""_blank"">Bluey</a>",Bluey,30 Sep 2018,"Animation, Family",7 min,9.3,"38,232",
tt2802850,Fargo,2014,2024.0,33,8.8,445440,"Noah Hawley, Michael Uppendahl, Dana Gonzales, Keith Gordon, Dearbhla Walsh, Sylvain White, Randall Einhorn, Adam Bernstein, Colin Bucksey, Matt Shakman, Scott Winant, Adam Arkin, Jeffrey Reiner, Mike Barker, Donald Murphy, Thomas Bezucha, John Cameron","Noah Hawley, Lee Edward Colston, Robert De Laurentiis, Ben Nedivi, Matt Wolpert, Enzo Mileti, Scott Wilson, Steve Blackman, Monica Beletsky, Francesca Sloane, Stefani Robinson, Thomas Bezucha, April Shih","Crime, Drama, Thriller","<a href=""https://www.imdb.com/title/tt2802850"" target=""_blank"">tt2802850</a>","<a href=""https://www.imdb.com/title/tt2802850"" target=""_blank"">Fargo</a>",Fargo,05 Apr 1996,"Crime, Drama, Thriller",98 min,8.1,"753,704","$24,611,975"
tt10986410,Ted Lasso,2020,,34,8.8,402377,"Declan Lowney, MJ Delaney, Matt Lipsey, Erica Dunton, Tom Marshall, Elliot Hegarty, Destiny Ekaragha, Zach Braff, Ezra Edelman, Sam Jones","Brendan Hunt, Joe Kelly, Bill Lawrence, Jason Sudeikis, Phoebe Walsh, Brett Goldstein, Sasha Garron, Keeley Hazell, Dylan Marron, Jane Becker, Leann Bowen, Jamie Lee, Bill Wrubel, Ashley Nicole Black, Chuck Hayward","Comedy, Drama, Sport","<a href=""https://www.imdb.com/title/tt10986410"" target=""_blank"">tt10986410</a>","<a href=""https://www.imdb.com/title/tt10986410"" target=""_blank"">Ted Lasso</a>",Ted Lasso,14 Aug 2020,"Comedy, Drama, Sport",30 min,8.8,"398,897",
tt7660850,Succession,2018,2023.0,35,8.8,318587,"Mark Mylod, Andrij Parekh, Shari Springer Berman, Robert Pulcini, Lorene Scafaria, Adam Arkin, Becky Martin, Kevin Bray, Miguel Arteta, S.J. Clarkson, Adam McKay, Matt Shakman, Cathy Yan","Jesse Armstrong, Jamie Carragher, Susan Soon He Stanton, Alice Birch, Miriam Battye, Georgia Pritchett, Tony Roche, Nathan Elston, Callie Hersheway, Jon Brown, Will Tracy, Lucy Prebble, Jonathan Glatzer, Ted Cohen, Anna Jordan, Mary Laws, Will Arbery","Comedy, Drama","<a href=""https://www.imdb.com/title/tt7660850"" target=""_blank"">tt7660850</a>","<a href=""https://www.imdb.com/title/tt7660850"" target=""_blank"">Succession</a>",Succession,03 Jun 2018,"Comedy, Drama",60 min,8.8,"316,845",
tt0303461,Firefly,2002,2003.0,36,8.9,291144,"Joss Whedon, Vern Gillum, Tim Minear, James A. Contner, Vondie Curtis-Hall, Marita Grabiak, Michael Grossman, Allan Kroeker, David Solomon, Thomas J. Wright","Joss Whedon, Cheryl Cain, Jose Molina, Tim Minear, Ben Edlund, Jane Espenson, Drew Z. Greenberg, Brett Matthews","Adventure, Drama, Sci-Fi","<a href=""https://www.imdb.com/title/tt0303461"" target=""_blank"">tt0303461</a>","<a href=""https://www.imdb.com/title/tt0303461"" target=""_blank"">Firefly</a>",Firefly,20 Sep 2002,"Adventure, Drama, Sci-Fi",44 min,8.9,"290,535",
tt1865718,Gravity Falls,2012,2016.0,37,8.9,157607,"Joe Pitt, John Aoshima, Matt Braly, Aaron Springer, Stephen Sandoval, Sunil Hall, Rob Renzetti","Alex Hirsch, Mark Rizzo, Matt Chapman, Jeff Rowe, Josh Weinstein, Timothy McKeon, Zach Paez, Michael Rianda, Shion Takeuchi, Aury Wallington, Nancy Cohen, M.A. Larson, Tommy Reahard, David Slack","Adventure, Animation, Comedy","<a href=""https://www.imdb.com/title/tt1865718"" target=""_blank"">tt1865718</a>","<a href=""https://www.imdb.com/title/tt1865718"" target=""_blank"">Gravity Falls</a>",Gravity Falls,15 Jun 2012,"Animation, Adventure, Comedy",23 min,8.9,"151,507",
tt0213338,Cowboy Bebop,1998,1999.0,38,8.9,154492,"Shin'ichirô Watanabe, Yoshiyuki Takei, Ikurô Satô, Kunihiro Mori, Hirokazu Yamada, Tetsuya Watanabe","Akihiko Inari, Shôji Kawamori, Sadayuki Murai, Keiko Nobumoto, Dai Satô, Shin'ichirô Watanabe, Ryôta Yamaguchi, Michiko Yokote, Aya Yoshinaga","Action, Adventure, Animation","<a href=""https://www.imdb.com/title/tt0213338"" target=""_blank"">tt0213338</a>","<a href=""https://www.imdb.com/title/tt0213338"" target=""_blank"">Cowboy Bebop</a>",Cowboy Bebop,02 Sep 2001,"Animation, Action, Adventure",24 min,8.9,"153,589",
tt0052520,The Twilight Zone,1959,1964.0,39,9.0,100796,"John Brahm, Douglas Heyes, Buzz Kulik, Lamont Johnson, Richard L. Bare, James Sheldon, Richard Donner, Don Medford, Montgomery Pittman, Jack Smight, Alvin Ganzer, Ted Post, William F. Claxton, Elliot Silverstein, Abner Biberman, Joseph M. Newman, Alan Crosland Jr., Robert Florey, Mitchell Leisen, Robert Parrish, Ron Winston, Stuart Rosenberg, David Orrick McDearmon, Justus Addiss, Perry Lafferty, Robert Stevens, John Rich, Anton Leader, Boris Sagal, Christian Nyby, Don Siegel, Robert Butler, Allen Reisner, William Asher, Ralph Nelson, Norman Z. McLeod, David Greene, Robert Ellis Miller, Allen H. Miner, Harold D. Schuster, Paul Stewart, David Butler, Bernard Girard, Robert Gist, Walter Grauman, Roger Kay, David Lowell Rich, Richard C. Sarafian, Ralph Senensky, Don Weis, Robert Enrico, Ida Lupino, Jacques Tourneur","Rod Serling, Charles Beaumont, Richard Matheson, Earl Hamner Jr., George Clayton Johnson, Montgomery Pittman, Richard P. McDonagh, Oceo Ritch, Frederick Louis Fox, Henry Slesar, Martin Goldsmith, Henry Kuttner, C.L. Moore, Lynn Venable, Madelon Champion, John Collier, Paul W. Fairman, Lucille Fletcher, E. Jack Neuman, Robert Presnell Jr., Jerome Bixby, Bennett Cerf, Bill Idelson, Marvin Petal, Sam Rolfe, Manly Wade Wellman, Ray Bradbury, Price Day, Damon Knight, Lee Polk, Richard De Roy, John Furia, Lou Holtz, Malcolm Jameson, Reginald Rose, Michael D. Rosenthal, Ambrose Bierce, Robert Enrico, Mike Korologos, Jerry McNeely, Bernard C. Schoenfeld, Adele T. Strassfield, John Tomerlin, Anthony Wilson, Jerry Sohl","Drama, Fantasy, Horror","<a href=""https://www.imdb.com/title/tt0052520"" target=""_blank"">tt0052520</a>","<a href=""https://www.imdb.com/title/tt0052520"" target=""_blank"">The Twilight Zone</a>",The Twilight Zone,02 Oct 1959,"Drama, Fantasy, Horror",51 min,9.0,"100,378",
tt1831164,Leyla and Mecnun,2011,2023.0,40,9.0,99824,"Onur Ünlü, Eyüp Boz, Murat Onbul, Funda Alp, Celil Murat Sari, Orkun Ünlü, Yüksel Aksu","Burak Aksak, Hamza Asgin, Derem Ciray, Sertaç Baycan, Mert Tolga Demir","Adventure, Comedy, Drama","<a href=""https://www.imdb.com/title/tt1831164"" target=""_blank"">tt1831164</a>","<a href=""https://www.imdb.com/title/tt1831164"" target=""_blank"">Leyla and Mecnun</a>",Leyla and Mecnun,09 Feb 2011,"Adventure, Comedy, Drama",80 min,9.0,"99,646",
tt9432978,Kota Factory,2019,2021.0,41,9.0,88049,"Raghav Subbu, Pratish Mehta","Saurabh Khanna, Arunabh Kumar, Puneet Batra, Abhishek Yadav, Raghav Subbu, Manish Chandwani, Pravin Yadav, Sandeep Jain, Manoj Kalwani, Nikita Lalwani","Comedy, Drama","<a href=""https://www.imdb.com/title/tt9432978"" target=""_blank"">tt9432978</a>","<a href=""https://www.imdb.com/title/tt9432978"" target=""_blank"">Kota Factory</a>",Kota Factory,28 Aug 2021,"Comedy, Drama",45 min,9.0,"86,711",
tt10541088,Clarkson's Farm,2021,,42,9.0,72754,"Kit Lynch Robinson, Gavin Whitehead, Will Yapp",Jeremy Clarkson,"Comedy, Documentary, Reality-TV","<a href=""https://www.imdb.com/title/tt10541088"" target=""_blank"">tt10541088</a>","<a href=""https://www.imdb.com/title/tt10541088"" target=""_blank"">Clarkson's Farm</a>",Clarkson's Farm,10 Jun 2021,"Documentary, Comedy, Reality-TV",2 min,9.0,"71,764",
tt5622316,The Chosen,2017,,43,9.1,58483,Dallas Jenkins,"Dallas Jenkins, Ryan Swanson, Tyler Thompson, James Dalessandro","Drama, History","<a href=""https://www.imdb.com/title/tt5622316"" target=""_blank"">tt5622316</a>","<a href=""https://www.imdb.com/title/tt5622316"" target=""_blank"">The Chosen</a>",The Chosen,21 Apr 2019,"Drama, History",N/A,9.1,"56,558",
tt1533395,Life,2009,2009.0,44,9.1,45817,Martha Holmes,"Sara Edelson, Paul Spillenger",Documentary,"<a href=""https://www.imdb.com/title/tt1533395"" target=""_blank"">tt1533395</a>","<a href=""https://www.imdb.com/title/tt1533395"" target=""_blank"">Life</a>",Life,24 Mar 2017,"Horror, Sci-Fi, Thriller",104 min,6.6,"267,717","$30,234,022"
tt1533395,Life,2009,2009.0,44,9.1,45817,Martha Holmes,"Sara Edelson, Paul Spillenger",Documentary,"<a href=""https://www.imdb.com/title/tt1533395"" target=""_blank"">tt1533395</a>","<a href=""https://www.imdb.com/title/tt1533395"" target=""_blank"">Life</a>",Life,24 Mar 2017,"Horror, Sci-Fi, Thriller",104 min,6.6,"267,717","$30,234,022"
tt2442560,Peaky Blinders,2013,2022.0,45,8.7,713664,"Anthony Byrne, Colm McCarthy, Tim Mielants, David Caffrey, Otto Bathurst, Tom Harper","Steven Knight, Toby Finlay, Stephen Russell","Crime, Drama","<a href=""https://www.imdb.com/title/tt2442560"" target=""_blank"">tt2442560</a>","<a href=""https://www.imdb.com/title/tt2442560"" target=""_blank"">Peaky Blinders</a>",Peaky Blinders,30 Sep 2014,"Crime, Drama",60 min,8.7,"709,128",
tt2085059,Black Mirror,2011,,46,8.7,696059,"Toby Haynes, Owen Harris, Carl Tibbetts, James Hawes, David Slade, Ally Pankiw, Otto Bathurst, Euros Lyn, Brian Welsh, Bryn Higgins, Dan Trachtenberg, Jakob Verbruggen, James Watkins, Joe Wright, Jodie Foster, John Hillcoat, Colm McCarthy, Timothy Van Patten, Anne Sewitsky, Uta Briesewitz, John Crowley, Sam Miller, Christopher Barrett, Luke Taylor, Haolu Wang","Charlie Brooker, William Bridges, Bisha K. Ali, Jesse Armstrong, Konnie Huq, Christopher Morris, Rashida Jones, Michael Schur, Penn Jillette, Bekka Bowling, Ella Road","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt2085059"" target=""_blank"">tt2085059</a>","<a href=""https://www.imdb.com/title/tt2085059"" target=""_blank"">Black Mirror</a>",Black Mirror,04 Dec 2011,"Crime, Drama, Mystery",60 min,8.7,"697,445",
tt0412142,House,2004,2012.0,47,8.7,560156,"Greg Yaitanes, Deran Sarafian, David Straiton, Daniel Attias, Daniel Sackheim, Miguel Sapochnik, David Platt, Matt Shakman, Juan José Campanella, Katie Jacobs, Andrew Bernstein, Sanford Bookstaver, Peter O'Fallon, Fred Gerber, David Semel, Lesli Linka Glatter, Newton Thomas Sigel, Bryan Spicer, Bryan Singer, Frederick King Keller, David Shore, James Hayman, Martha Mitchell, Hugh Laurie, Tucker Gates, Tim Southam, Peter Medak, Paris Barclay, Guy Ferland, Keith Gordon, Tim Hunter, Bill Johnson, Nelson McCormick, Gloria Muzio, Randy Zisk, Jace Alexander, Félix Enríquez Alcalá, Laura Innes, John F. Showalter, Tony To, Elodie Keene, Paul McCrane, Matthew Penn, Nick Gomez, S.J. Clarkson, Kate Woods, Colin Bucksey, Julian Higgins, Stefan Schwartz, Peter Weller","David Shore, Sara Hess, David Foster, David Hoselton, Pam Davis, Peter Blake, Lawrence Kaplow, Thomas L. Moran, Russel Friend, Garrett Lerner, Liz Friedman, Doris Egan, Eli Attie, John C. Kelley, Leonard Dick, John Mankiewicz, Matt Witten, Matthew V. Lewis, Seth Hoffman, Kath Lingenfelter, Sara B. Cooper, Dustin Paddock, Marqui Jackson, Michael R. Perry, Joel Anderson Thompson, Charles M. Duncan, Sean Whitesell, Carol Green, Jamie Conway, Danny Weiss","Drama, Mystery","<a href=""https://www.imdb.com/title/tt0412142"" target=""_blank"">tt0412142</a>","<a href=""https://www.imdb.com/title/tt0412142"" target=""_blank"">House</a>",House,16 Nov 2004,"Drama, Mystery",44 min,8.7,"561,832",
tt2707408,Narcos,2015,2017.0,48,8.7,502174,"Andrés Baiz, Josef Kubota Wladyka, Fernando Coimbra, Gerardo Naranjo, Guillermo Navarro, José Padilha, Gabriel Ripstein","Carlo Bernard, Chris Brancato, Doug Miro, Andrew Black, Clayton Trussell, Dana Ledoux Miller, Zachary Reiter, Dana Calvo, Nick Schenk, T.J. Brady, Steve Lightfoot, Rasheed Newson, Julie Siege, Jason George, Eric Newman, Allison Abner, Zach Calig, Adam Fierro, Curtis Gwinn, Gideon Yago, Ashley Lyle, David Matthews, Bart Nickerson, Santa Sierra, Paul Eckstein, Samir Mehta","Biography, Crime, Drama","<a href=""https://www.imdb.com/title/tt2707408"" target=""_blank"">tt2707408</a>","<a href=""https://www.imdb.com/title/tt2707408"" target=""_blank"">Narcos</a>",Narcos,28 Aug 2015,"Biography, Crime, Drama",49 min,8.7,"499,956",
tt5753856,Dark,2017,2020.0,49,8.7,493293,Baran bo Odar,"Baran bo Odar, Jantje Friese, Marc O. Seng, Martin Behnke, Ronny Schalk, Daphne Ferraro","Crime, Drama, Mystery","<a href=""https://www.imdb.com/title/tt5753856"" target=""_blank"">tt5753856</a>","<a href=""https://www.imdb.com/title/tt5753856"" target=""_blank"">Dark</a>",Dark,01 Dec 2017,"Crime, Drama, Mystery",60 min,8.7,"490,909",
tt0121955,South Park,1997,,50,8.7,423304,"Trey Parker, Eric Stough, Matt Stone, Adrien Beard, Toni Wurts","Trey Parker, Matt Stone, Brian Graden, David R. Goodman, Nancy M. Pimental, Kyle McCulloch, Erica Rivinoja, Bill Hader, Tim Talbott, Kenny Hotz, Glasgow Phillips, Dan Sterling, Philip Stark, Karey Dornetto, Andrew Borakove, Michael Anthony Snowden, Dave Polsky, Pam Brady, Trisha Nixon, Daisy Gardner, Carol Watson, Kyle McCullough, Susan Hurwitz Arneson, Kristen Schaal, Mike Rotman, Charles Dickens, Dan Gurewitch","Animation, Comedy","<a href=""https://www.imdb.com/title/tt0121955"" target=""_blank"">tt0121955</a>","<a href=""https://www.imdb.com/title/tt0121955"" target=""_blank"">South Park</a>",South Park,13 Aug 1997,"Animation, Comedy",22 min,8.7,"422,709",
